geometry,OBJECTID,NAME,LABEL,Shape_Length
"LINESTRING (-29.261 41.929001, -29.242001 42.083, -29.245001 42.174999, -29.223 42.237, -29.223 42.289001)",140,Eurasian:North American,Divergent Boundary,0.3650050102745878
"LINESTRING (-29.162001 41.91, -29.261 41.929001)",141,Eurasian:North American,Transform Boundary,0.10080597681703936
"LINESTRING (-127.445999 41.555, -127.401001 41.639999, -127.240997 41.692001, -127.039001 42.356998, -126.626999 43.014)",142,Pacific:Juan de Fuca,Divergent Boundary,1.7349141200862763
"LINESTRING (-127.559998 41.589001, -127.445999 41.555)",143,Pacific:Juan de Fuca,Transform Boundary,0.11896077181258707
"LINESTRING (-29.322001 41.247002, -29.292 41.384998, -29.245001 41.52, -29.205999 41.682999, -29.200001 41.799999, -29.162001 41.91)",144,Eurasian:North American,Divergent Boundary,0.6853022100210823
"LINESTRING (-29.229 41.215, -29.322001 41.247002)",145,Eurasian:North American,Transform Boundary,0.0983522866852429
"LINESTRING (-127.717003 40.573002, -127.639 41.081001, -127.559998 41.589001)",146,Pacific:Juan de Fuca,Divergent Boundary,1.028058989577396
"LINESTRING (-29.346001 40.57, -29.299999 40.705002, -29.278 40.870998, -29.256001 40.985001, -29.242001 41.125999, -29.229 41.215)",147,Eurasian:North American,Divergent Boundary,0.6578151766054804
"LINESTRING (-29.559999 40.598999, -29.346001 40.57)",148,Eurasian:North American,Transform Boundary,0.21595472928351314
"LINESTRING (-127.579002 40.539001, -127.717003 40.573002)",149,Pacific:Juan de Fuca,Transform Boundary,0.1421272734515561
"LINESTRING (-127.579002 40.450001, -127.579002 40.539001)",150,Pacific:Juan de Fuca,Divergent Boundary,0.08900070212075661
"LINESTRING (-130.850006 51.612, -130.548004 51.397999, -130.212006 51.278, -129.981995 51.101002, -129.738007 50.835999, -129.460007 50.646999, -129.009995 50.479, -128.718994 50.310001, -128.414001 50.085999, -128.283005 49.884998, -128.029007 49.780998, -127.851997 49.491001, -127.818001 49.080002, -127.608002 48.876999, -127.377998 48.75, -127.017998 48.564999, -126.733002 48.291, -126.486 47.995998, -126.370003 47.748001, -126.084999 47.349998, -125.998001 46.970001, -125.875999 46.643002, -125.773003 46.294998, -125.654999 45.945999, -125.516998 45.473999, -125.434998 45.104, -125.436996 44.881001, -125.433998 44.724998, -125.375999 44.667, -125.372002 44.522999, -125.372002 44.323002, -125.362 44.066002, -125.429001 44.001999, -125.449997 43.924999, -125.480003 43.737, -125.473999 43.425999, -125.393997 43.266998, -125.343002 43.143002, -125.289001 43.050999, -125.289001 42.862, -125.267998 42.561001, -125.197998 42.492001, -125.209 42.359001, -125.290001 42.285, -125.331001 42.141998, -125.313004 41.986, -125.280998 41.818001, -125.308998 41.652, -125.181999 41.380001, -125.088997 41.134998, -124.932999 40.883999, -124.953003 40.632999, -124.784386 40.375345)",151,North America:Juan de Fuca,Convergent Boundary,14.06904848981583
"LINESTRING (-29.656 40.106998, -29.639999 40.208, -29.631001 40.285, -29.598 40.382999, -29.569 40.470001, -29.577 40.549, -29.559999 40.598999)",152,Eurasian:North American,Divergent Boundary,0.5071123129363668
"LINESTRING (-29.587999 40.105999, -29.656 40.106998)",153,Eurasian:North American,Transform Boundary,0.06800813747305931
"LINESTRING (-29.77 39.400002, -29.608999 39.993, -29.613001 40.033001, -29.58 40.078999, -29.587999 40.105999)",154,Eurasian:North American,Divergent Boundary,0.7394385336928055
"LINESTRING (-29.26 39.25, -29.188 39.278999, -29.146999 39.293999, -29.09 39.323002, -29.049 39.338001, -28.982 39.366001, -28.951 39.379002, -28.895 39.411999)",155,Eurasian:African,Transform Boundary,0.40011968283546834
"LINESTRING (-29.77 39.400002, -29.334999 39.314999, -29.297001 39.255001, -29.26 39.25)",156,Eurasian:African,Divergent Boundary,0.5515839089207912
"LINESTRING (-28.618999 39.120998, -28.566 39.130001, -28.483999 39.155998)",157,Eurasian:African,Transform Boundary,0.13978176662078728
"LINESTRING (-28.895 39.411999, -28.853001 39.373001, -28.781 39.299, -28.745001 39.263, -28.686001 39.214001, -28.666 39.179001, -28.618999 39.120998)",158,Eurasian:African,Divergent Boundary,0.4031329129202307
"LINESTRING (-28.292 38.938999, -28.215 38.952, -28.120001 38.967999, -28.059 38.983002, -27.955 39.004002)",159,Eurasian:African,Transform Boundary,0.34334436226457243
"LINESTRING (-28.483999 39.155998, -28.452 39.133999, -28.42 39.092999, -28.396 39.057999, -28.365 39.02, -28.341999 38.993, -28.292 38.938999)",160,Eurasian:African,Divergent Boundary,0.29138224612273866
"LINESTRING (41.000999 39.080002, 41.026001 38.848999)",161,Eurasian:Arabian,Transform Boundary,0.23235183046123872
"LINESTRING (-30.43 38.388, -30.171 38.888, -29.909 39.387001, -29.77 39.400002)",162,North American:African,Divergent Boundary,1.2663065088855485
"LINESTRING (-30.605 38.403, -30.43 38.388)",163,North American:African,Transform Boundary,0.17564086845622162
"LINESTRING (-26.83 38.278, -26.718 38.419998)",164,Eurasian:African,Other,0.18085188767907334
"LINESTRING (-27.955 39.004002, -27.792999 39, -27.722 38.942001, -27.68 38.914001, -27.606001 38.862999, -27.559 38.835999, -27.483999 38.782001, -27.239 38.779999, -27.202999 38.700001, -27.174 38.666, -27.129 38.606998, -27.09 38.570999, -27.028999 38.491001, -27.007 38.464001, -26.941 38.400002, -26.900999 38.360001, -26.83 38.278)",165,Eurasian:African,Divergent Boundary,1.437798340049235
"LINESTRING (-25.916 37.839001, -25.808001 37.877998)",166,Eurasian:African,Transform Boundary,0.11482497014766366
"LINESTRING (-26.718 38.419998, -26.646999 38.358002, -26.614 38.324001, -26.532 38.255001, -26.493999 38.222, -26.417 38.148998, -26.379 38.116001, -26.302 38.047001, -26.171 38.035999, -26.075001 37.965, -26.042999 37.936001, -25.916 37.839001)",167,Eurasian:African,Divergent Boundary,1.0128169510698672
"LINESTRING (-25.632999 37.722, -25.538 37.818001)",168,Eurasian:African,Other,0.13505924051539717
"LINESTRING (-25.808001 37.877998, -25.733999 37.816002, -25.698 37.790001, -25.632999 37.722)",169,Eurasian:African,Divergent Boundary,0.23501615543712362
"LINESTRING (-31.070999 37.68, -30.605 38.403)",170,North American:African,Divergent Boundary,0.8601651073987978
"LINESTRING (-31.371 37.705002, -31.070999 37.68)",171,North American:African,Transform Boundary,0.3010411314191447
"LINESTRING (-25.355 37.662998, -25.267 37.769001)",172,Eurasian:African,Other,0.13776966159762935
"LINESTRING (-25.538 37.818001, -25.464001 37.751999, -25.427 37.717999, -25.355 37.662998)",173,Eurasian:African,Divergent Boundary,0.24001150421487213
"LINESTRING (-25.267 37.769001, -25.101 37.646)",174,Eurasian:African,Divergent Boundary,0.20660443295621056
"LINESTRING (-25.101 37.646, -24.983 37.644001)",175,Eurasian:African,Transform Boundary,0.11801695969777488
"LINESTRING (-31.516001 37.282001, -31.371 37.705002)",176,North American:African,Divergent Boundary,0.4471626283909506
"LINESTRING (-32.283001 37.390999, -31.516001 37.282001)",177,North American:African,Transform Boundary,0.7747062192075089
"LINESTRING (-18.124001 37.466, -17.584 37.502998, -16.742001 37.435001, -15.842 37.297001, -15.387 37.212002)",178,Eurasian:African,Transform Boundary,2.759397532861033
"LINESTRING (-32.395 37.137001, -32.283001 37.390999)",179,North American:African,Divergent Boundary,0.2775946223179697
"LINESTRING (-32.646 37.175999, -32.395 37.137001)",180,North American:African,Transform Boundary,0.2540109067194849
"LINESTRING (41.026001 38.848999, 41.236 38.616001, 41.839001 38.355, 42.289001 38.213001, 42.797001 37.991001, 43.175999 37.685001, 43.646999 37.407001, 44.02 37.098)",181,Eurasian:Arabian,Other,3.5153936134455592
"LINESTRING (-32.708 37.033001, -32.646 37.175999)",182,North American:African,Divergent Boundary,0.1558601556728015
"LINESTRING (-32.943001 37.064999, -32.708 37.033001)",183,North American:African,Transform Boundary,0.2371690086813882
"LINESTRING (-19.681999 37.025002, -18.618 37.306999, -18.124001 37.466)",184,Eurasian:African,Other,1.619691964261812
"LINESTRING (-15.143 37.021, -14.411 37.209999, -13.675 37.395)",185,Eurasian:African,Other,1.514900146829788
"LINESTRING (-15.387 37.212002, -15.143 37.021)",186,Eurasian:African,Divergent Boundary,0.3098676090660714
"LINESTRING (-33.005001 36.916, -32.943001 37.064999)",187,North American:African,Divergent Boundary,0.16138313284974193
"LINESTRING (-33.224998 36.941002, -33.005001 36.916)",188,North American:African,Transform Boundary,0.22141349261875443
"LINESTRING (-24.254999 36.780998, -24.146 36.789001)",189,Eurasian:African,Transform Boundary,0.10929267455335612
"LINESTRING (-24.983 37.644001, -24.931 37.609001, -24.892 37.584, -24.844999 37.551998, -24.816 37.533001, -24.775 37.5, -24.733 37.466999, -24.667 37.410999, -24.702 37.352001, -24.738001 37.272999, -24.75 37.216999, -24.681 37.126999, -24.635 37.095001, -24.554001 37.016998, -24.5 36.971001, -24.434 36.91, -24.385 36.862999, -24.311001 36.792, -24.254999 36.780998)",190,Eurasian:African,Divergent Boundary,1.276047143429192
"LINESTRING (36.466 36.73, 36.790001 37.397999)",191,African:Arabian,Transform Boundary,0.7424283613250232
"LINESTRING (-33.313 36.691002, -33.224998 36.941002)",192,North American:African,Divergent Boundary,0.2650362616521216
"LINESTRING (-33.595001 36.742001, -33.313 36.691002)",193,North American:African,Transform Boundary,0.28657583613407994
"LINESTRING (-23.57 36.646, -22.893 36.702, -22.216 36.754002, -21.507 36.82, -20.797001 36.881001, -20.24 36.953999, -19.681999 37.025002)",194,Eurasian:African,Transform Boundary,3.9072499766026407
"LINESTRING (-24.146 36.789001, -24.046 36.755001, -23.57 36.646)",195,Eurasian:African,Divergent Boundary,0.5939431425276226
"LINESTRING (-33.771999 36.185001, -33.595001 36.742001)",196,North American:African,Divergent Boundary,0.5844454267322288
"LINESTRING (-33.981998 36.221001, -33.771999 36.185001)",197,North American:African,Transform Boundary,0.213062350128864
"LINESTRING (-34.056999 36.070999, -33.981998 36.221001)",198,North American:African,Divergent Boundary,0.16770680446545552
"LINESTRING (-34.141998 36.078999, -34.056999 36.070999)",199,North American:African,Transform Boundary,0.08537467439023334
"LINESTRING (-9.977 36.651001, -9.545 36.43, -9.022311 36.169542, -8.880292 36.098621, -8.484614 35.838622, -8.233326 35.900871, -8.003888 36.034096, -7.763525 36.131651, -7.359277 36.299866, -7.118914 36.361748, -6.900402 36.388253)",200,Eurasian:African,Transform Boundary,3.3912013323622254
"LINESTRING (36.412998 36.022999, 36.389 36.259998, 36.466 36.73)",201,African:Arabian,Divergent Boundary,0.7144782617710903
"LINESTRING (-11.585 35.851002, -10.923 36.098, -10.429 36.391998, -9.977 36.651001)",202,Eurasian:African,Other,1.8023912956556094
"LINESTRING (-13.675 37.395, -12.903 36.863998, -12.142 36.327999, -11.585 35.851002)",203,Eurasian:African,Transform Boundary,2.6011350770458948
"LINESTRING (-34.334999 35.616001, -34.141998 36.078999)",204,North American:African,Divergent Boundary,0.501613329837514
"LINESTRING (-34.459 35.625, -34.334999 35.616001)",205,North American:African,Transform Boundary,0.12432664970295568
"LINESTRING (138.673996 35.034, 139.233994 35.014)",206,North American:Philippine,Other,0.5603546057645582
"LINESTRING (-34.745998 35.009998, -34.459 35.625)",207,North American:African,Divergent Boundary,0.678671751094225
"LINESTRING (-36.373001 35.279999, -35.557999 35.147999, -34.745998 35.009998)",208,North American:African,Transform Boundary,1.6492662569564707
"LINESTRING (139.233994 35.014, 139.429001 34.860001)",209,North American:Philippine,Transform Boundary,0.24848269518467658
"LINESTRING (139.429001 34.860001, 139.923004 34.713001)",210,North American:Philippine,Other,0.5154105812084466
"LINESTRING (-36.623001 34.693001, -36.373001 35.279999)",211,North American:African,Divergent Boundary,0.6380177398138783
"LINESTRING (-36.785 34.712002, -36.623001 34.693001)",212,North American:African,Transform Boundary,0.1631092660942027
"LINESTRING (44.02 37.098, 44.356998 36.571999)",213,Eurasian:Arabian,Transform Boundary,0.6246956620390007
"LINESTRING (-36.862 34.554001, -36.785 34.712002)",214,North American:African,Divergent Boundary,0.17576474995812785
"LINESTRING (-37.046001 34.567001, -36.862 34.554001)",215,North American:African,Transform Boundary,0.18446061902069025
"LINESTRING (139.923004 34.713001, 140.440002 34.631001, 140.869995 34.528999)",216,North American:Philippine,Other,0.9653862076545059
"LINESTRING (140.869995 34.528999, 141.104004 34.438999)",217,North American:Philippine,Transform Boundary,0.25071924713373206
"LINESTRING (29.731001 35.426998, 30.221001 35.153999, 30.792999 34.991001, 31.256001 34.826, 31.74 34.633999, 32.172001 34.487, 32.78957 34.329292)",218,Eurasian:African,Convergent Boundary,3.261615936573081
"LINESTRING (141.882996 34.213001, 141.992004 34.666, 142.029007 34.889, 142.090491 35.049029, 142.169998 35.216999, 142.220993 35.333, 142.324997 35.502998, 142.447498 35.685691, 142.530799 35.858244, 142.606003 36.000999, 142.681 36.063999, 142.780704 36.15575, 142.886993 36.264, 143.000858 36.393754, 143.13771 36.542507, 143.262663 36.673409, 143.408005 36.860001, 143.518005 37.058998, 143.636993 37.290001, 143.742996 37.479, 143.843002 37.709999, 143.946925 37.940783, 143.988831 38.176463, 144.015371 38.344817, 144.042065 38.51306, 144.080849 38.688405, 144.131379 38.898751, 144.161129 39.130805, 144.203003 39.374001, 144.235992 39.556999, 144.225006 39.766998, 144.253998 39.928001, 144.283005 40.067001, 144.328003 40.202999, 144.399002 40.367001, 144.479004 40.549, 144.592866 40.783499, 144.738825 40.985621, 145.096662 41.294406, 145.501215 41.553201, 145.876022 41.734655, 146.451922 41.969007, 146.981481 42.212962, 147.564592 42.546168, 148.480909 43.105479, 149.323647 43.656282, 150.339005 44.187, 150.876999 44.446999, 151.419006 44.703999, 152.299906 45.115195, 152.972961 45.492991, 153.528 45.896999, 154.195007 46.439999, 154.664001 46.853001, 155.141006 47.263, 155.742004 47.724998, 156.352997 48.182999, 157.024002 48.659, 157.675814 49.09134, 158.281057 49.429214, 158.726088 49.764763, 159.03761 49.983347, 159.447039 50.366326, 159.936573 50.797018, 160.744895 51.538688, 161.453225 52.105376, 161.879868 52.51389, 162.227495 52.830513, 162.490264 53.14472, 163.020202 53.724964, 163.448826 54.315795, 163.741387 54.773677, 164.065994 55.209)",219,North American:Pacific,Convergent Boundary,31.78428972575601
"LINESTRING (141.104004 34.438999, 141.440994 34.355999, 141.882996 34.213001)",220,North American:Philippine,Other,0.8116186378583805
"LINESTRING (18.921516 37.448548, 19.096956 36.676612, 19.354268 35.670756, 20.184684 34.816948, 21.506331 34.302324, 22.827979 34.02162, 23.807511 33.799232, 25.061915 33.752612, 26.168371 33.996033)",221,Eurasian:African,Convergent Boundary,9.182987636553888
"LINESTRING (-37.244999 34.124001, -37.046001 34.567001)",222,North American:African,Divergent Boundary,0.4856436009728573
"LINESTRING (-37.335999 34.136002, -37.244999 34.124001)",223,North American:African,Transform Boundary,0.09178754052089938
"LINESTRING (-37.533001 33.705002, -37.335999 34.136002)",224,North American:African,Divergent Boundary,0.47388895278863746
"LINESTRING (-37.678001 33.736, -37.533001 33.705002)",225,North American:African,Transform Boundary,0.14827684622728987
"LINESTRING (-37.798 33.500999, -37.678001 33.736)",226,North American:African,Divergent Boundary,0.2638655543583395
"LINESTRING (-39.398998 33.768002, -38.597 33.637001, -37.798 33.500999)",227,North American:African,Transform Boundary,1.623118579789622
"LINESTRING (-39.585999 33.067001, -39.398998 33.768002)",228,North American:African,Divergent Boundary,0.7255138884260567
"LINESTRING (-39.700001 33.084, -39.585999 33.067001)",229,North American:African,Transform Boundary,0.11526252616265617
"LINESTRING (36.412998 36.022999, 36.431 35.751999, 36.396 35.285, 36.325001 34.481998, 36.023998 34.096001, 35.726002 33.709999, 35.647999 33.231998, 35.570999 32.755001)",230,African:Arabian,Other,3.4906683528494726
"LINESTRING (35.570999 32.755001, 35.470001 32.004002)",231,African:Arabian,Transform Boundary,0.7577603555319394
"LINESTRING (-40.553001 31.802, -40.129002 32.444, -39.700001 33.084)",232,North American:African,Divergent Boundary,1.5398574058385075
"LINESTRING (-40.709999 31.816999, -40.553001 31.802)",233,North American:African,Transform Boundary,0.15771256635805195
"LINESTRING (35.470001 32.004002, 35.308998 31.382999)",234,African:Arabian,Other,0.6415338886966462
"LINESTRING (-41.183998 31.194, -40.709999 31.816999)",235,North American:African,Divergent Boundary,0.7828173902789929
"LINESTRING (-41.43 31.237, -41.183998 31.194)",236,North American:African,Transform Boundary,0.24973189251265737
"LINESTRING (-114.117996 31.356001, -114.330002 31.194, -114.439003 31.097)",237,North American:Pacific,Divergent Boundary,0.41272753331681133
"LINESTRING (132.824005 30.754, 132.964996 30.969999, 133.197006 31.216, 133.5 31.514999, 134.042007 31.882, 134.690994 32.200001, 135.026001 32.326, 135.356003 32.459999, 135.612 32.536999, 136.024994 32.686001, 136.524002 32.868, 137.029999 33.053001, 137.546005 33.404999, 138.065994 33.75, 138.382996 34.058998, 138.507996 34.582001, 138.673996 35.034)",238,Eurasian:Philippine,Convergent Boundary,7.600034925438073
"LINESTRING (-114.439003 31.097, -114.303001 30.912001, -114.128998 30.68, -113.986 30.513, -113.806999 30.313)",239,North American:Pacific,Transform Boundary,1.0078766127913497
"LINESTRING (-113.806999 30.313, -114.041 30.121)",240,North American:Pacific,Divergent Boundary,0.30268849624868943
"LINESTRING (-114.041 30.121, -113.908997 29.982)",241,North American:Pacific,Transform Boundary,0.19169241483382277
"LINESTRING (-42.136002 29.973, -41.785999 30.606001, -41.43 31.237)",242,North American:African,Divergent Boundary,1.4478163710555254
"LINESTRING (-42.729 30.07, -42.136002 29.973)",243,North American:African,Transform Boundary,0.6008795642569169
"LINESTRING (-113.908997 29.982, -113.758003 29.834)",244,North American:Pacific,Transform Boundary,0.21143132034920195
"LINESTRING (-113.758003 29.834, -113.870003 29.73)",245,North American:Pacific,Divergent Boundary,0.152839489362093
"LINESTRING (-113.870003 29.73, -113.969002 29.646)",246,North American:Pacific,Divergent Boundary,0.1298335283775295
"LINESTRING (-43.036999 29.471001, -42.729 30.07)",247,North American:African,Divergent Boundary,0.6735451009669707
"LINESTRING (-43.088001 29.469, -43.036999 29.471001)",248,North American:African,Transform Boundary,0.05104173336715182
"LINESTRING (-113.969002 29.646, -113.775002 29.440001, -113.521004 29.205, -113.280998 29.007999)",249,North American:Pacific,Transform Boundary,0.9395071544916338
"LINESTRING (-113.280998 29.007999, -113.338997 28.950001)",250,North American:Pacific,Divergent Boundary,0.08202248727570675
"LINESTRING (-43.483002 28.802, -43.088001 29.469)",251,North American:African,Divergent Boundary,0.775186504671371
"LINESTRING (-43.563 28.811001, -43.483002 28.802)",252,North American:African,Transform Boundary,0.08050277400402721
"LINESTRING (-113.338997 28.950001, -113.086998 28.715, -112.811996 28.499001, -112.588997 28.322001, -112.320999 28.125)",253,North American:Pacific,Transform Boundary,1.3115787511840131
"LINESTRING (-43.942001 28.105, -43.563 28.811001)",254,North American:African,Divergent Boundary,0.8012989676345448
"LINESTRING (-44.021999 28.107, -43.942001 28.105)",255,North American:African,Transform Boundary,0.08002303323303266
"LINESTRING (34.257 27.885, 34.546668 28.338653, 34.710957 28.826434, 34.80057 29.364264, 34.952 30, 35.141998 30.702, 35.308998 31.382999)",256,African:Arabian,Transform Boundary,3.68015184060677
"LINESTRING (-112.320999 28.125, -112.014999 27.906, -111.710999 27.694, -111.505997 27.57, -111.382004 27.497)",257,North American:Pacific,Transform Boundary,1.1303883357981488
"LINESTRING (-44.382999 27.236, -44.202999 27.671, -44.021999 28.107)",258,North American:African,Divergent Boundary,0.9428482601896445
"LINESTRING (-44.506001 27.254, -44.382999 27.236)",259,North American:African,Transform Boundary,0.12431113199343666
"LINESTRING (-111.382004 27.497, -111.569 27.215)",260,North American:Pacific,Divergent Boundary,0.33836584267715125
"LINESTRING (-111.569 27.215, -111.373001 27.105)",261,North American:Pacific,Transform Boundary,0.22475720044193406
"LINESTRING (-111.373001 27.105, -111.505997 26.927)",262,North American:Pacific,Divergent Boundary,0.22219732625130825
"LINESTRING (-111.505997 26.927, -111.227997 26.723, -110.957001 26.535, -110.758003 26.416, -110.68 26.361)",263,North American:Pacific,Transform Boundary,1.0019488980134612
"LINESTRING (-44.867001 26.280001, -44.687 26.767, -44.506001 27.254)",264,North American:African,Divergent Boundary,1.0387473326173915
"LINESTRING (-44.816002 26.27, -44.867001 26.280001)",265,North American:African,Transform Boundary,0.05196990231189812
"LINESTRING (-110.68 26.361, -110.778 26.225)",266,North American:Pacific,Divergent Boundary,0.16763003661353457
"LINESTRING (-44.898998 26.055, -44.816002 26.27)",267,North American:African,Divergent Boundary,0.23046358244150913
"LINESTRING (-45.091999 26.080999, -44.898998 26.055)",268,North American:African,Transform Boundary,0.19474408334655424
"LINESTRING (57.056999 26.049, 56.992001 26.545)",269,Eurasian:Arabian,Transform Boundary,0.5002410503286264
"LINESTRING (-110.778 26.225, -110.571999 26.066, -110.291 25.889, -110.024002 25.705999, -109.872002 25.607, -109.806 25.556999)",270,North American:Pacific,Transform Boundary,1.180217623582093
"LINESTRING (-109.806 25.556999, -110.007004 25.339001)",271,North American:Pacific,Divergent Boundary,0.2965231306252362
"LINESTRING (-45.499001 25.191999, -45.296001 25.636999, -45.091999 26.080999)",272,North American:African,Divergent Boundary,0.9777386530844847
"LINESTRING (-45.792 25.254, -45.499001 25.191999)",273,North American:African,Transform Boundary,0.29948723741425437
"LINESTRING (-110.007004 25.339001, -109.788002 25.18, -109.591003 25.016001, -109.349998 24.857, -109.178001 24.735001, -109.061996 24.658001)",274,North American:Pacific,Transform Boundary,1.1657976781427308
"LINESTRING (-46.118999 24.59, -45.792 25.254)",275,North American:African,Divergent Boundary,0.7401514661655487
"LINESTRING (-46.195999 24.597, -46.118999 24.59)",276,North American:African,Transform Boundary,0.07731719062624044
"LINESTRING (57.832001 24.443001, 57.345001 24.788, 57.120998 25.552, 57.056999 26.049)",277,Eurasian:Arabian,Other,1.8940840583102596
"LINESTRING (-109.061996 24.658001, -109.276001 24.396)",278,North American:Pacific,Divergent Boundary,0.3382934775035642
"LINESTRING (143.522003 24.391001, 143.334064 24.672037, 143.215062 24.927892, 143.155561 25.618105, 143.231003 26.329, 143.259995 26.737, 143.275033 27.465895, 143.272679 27.972273, 143.123661 28.480417, 142.824239 28.97914, 142.580975 29.568219, 142.473007 30.128, 142.310645 30.485295, 142.204732 30.89003, 142.158997 31.315001, 142.098999 31.983, 142.02504 32.555933, 142.03099 33.002191, 142.013139 33.269946, 141.917938 33.543651, 141.870337 33.817357, 141.882996 34.213001)",279,Pacific:Philippine,Convergent Boundary,10.155777030639957
"LINESTRING (-46.476002 23.917, -46.195999 24.597)",280,North American:African,Divergent Boundary,0.7353923217055831
"LINESTRING (-44.924 23.646, -45.699001 23.784, -46.476002 23.917)",281,North American:African,Transform Boundary,1.5754931887390056
"LINESTRING (-109.276001 24.396, -109.001999 24.152, -108.806 23.983999, -108.610001 23.813999, -108.439003 23.674, -108.357002 23.614)",282,North American:Pacific,Transform Boundary,1.2071014551677532
"LINESTRING (125.550003 23.379999, 125.954002 23.497999, 126.426003 23.761, 126.901001 24.101, 127.384694 24.539837, 127.906998 24.969, 128.30239 25.218428, 128.730449 25.496936, 129.024526 25.788109, 129.360001 26.191, 129.83601 26.610309, 130.007426 26.840623, 130.215008 27.092891, 130.410495 27.387226, 130.522995 27.709, 130.705442 28.090125, 130.907772 28.254592, 131.24408 28.452857, 131.423461 28.637298, 131.591367 28.821243, 131.796728 29.005265, 131.952692 29.284547, 132.059873 29.605785, 132.230604 29.83115, 132.340139 30.066511, 132.438042 30.269636, 132.630005 30.493, 132.824005 30.754)",283,Eurasian:Philippine,Convergent Boundary,10.634956718149366
"LINESTRING (123.972795 23.298919, 124.484254 23.264743, 125.012805 23.294695, 125.550003 23.379999)",284,Eurasian:Philippine,Convergent Boundary,1.5859272056593148
"LINESTRING (-108.357002 23.614, -108.651001 23.240999)",285,North American:Pacific,Divergent Boundary,0.47493690723769494
"LINESTRING (-108.651001 23.240999, -108.388 23.082001, -108.010002 22.986)",286,North American:Pacific,Transform Boundary,0.6973253911260017
"LINESTRING (-45.023998 22.962999, -44.924 23.646)",287,North American:African,Divergent Boundary,0.6902821639541015
"LINESTRING (-45.066002 22.973, -45.023998 22.962999)",288,North American:African,Transform Boundary,0.04317765244900401
"LINESTRING (62.132 22.083, 62.501999 22.385, 62.876999 22.683001, 63.631001 23.201, 64.275002 23.694, 64.651001 24.038, 65.028 24.382)",289,Indian:Arabian,Transform Boundary,3.702396013191313
"LINESTRING (-108.676003 21.959999, -108.588997 22.101999, -108.515999 22.201, -108.527 22.277, -108.406998 22.440001, -108.273003 22.613001, -108.232002 22.712, -108.010002 22.986)",290,Pacific:Cocos,Divergent Boundary,1.2473654461421821
"LINESTRING (-108.582001 21.905001, -108.676003 21.959999)",291,Pacific:Cocos,Transform Boundary,0.10890893673901969
"LINESTRING (-45.248001 21.806, -45.157001 22.389999, -45.066002 22.973)",292,North American:African,Divergent Boundary,1.181106391057959
"LINESTRING (-45.384998 21.822001, -45.248001 21.806)",293,North American:African,Transform Boundary,0.137928470673613
"LINESTRING (121.334999 24.962999, 120.981003 24.653999, 120.545998 23.979, 120.360001 23.198, 120.393997 22.580999, 120.425003 22.042999, 120.452003 21.632)",294,Philippine:Sunda,Other,3.644472362033651
"LINESTRING (62.096001 21.424999, 62.132 22.083)",295,Indian:Arabian,Other,0.6589849726798531
"LINESTRING (-108.582001 21.905001, -108.668999 21.774, -108.783997 21.643, -108.867996 21.535999, -108.935997 21.451, -108.976997 21.347)",296,Pacific:Cocos,Divergent Boundary,0.6882480822318623
"LINESTRING (-108.976997 21.347, -108.808998 21.253)",297,Pacific:Cocos,Transform Boundary,0.19250903376813927
"LINESTRING (-45.514999 21.247, -45.384998 21.822001)",298,North American:African,Divergent Boundary,0.5895134895047277
"LINESTRING (-45.418999 21.222, -45.514999 21.247)",299,North American:African,Transform Boundary,0.09920236821408147
"LINESTRING (-45.556999 20.596001, -45.418999 21.222)",300,North American:African,Divergent Boundary,0.6410299898659622
"LINESTRING (-45.773998 20.618, -45.556999 20.596001)",301,North American:African,Transform Boundary,0.21811135077870575
"LINESTRING (-108.808998 21.253, -108.915001 21.068001, -109.013 20.948999, -109.111 20.823999, -109.194 20.739, -109.261002 20.643, -109.285004 20.558001)",302,Pacific:Cocos,Divergent Boundary,0.8504071827144077
"LINESTRING (-109.285004 20.558001, -109.186996 20.5)",303,Pacific:Cocos,Transform Boundary,0.11388361235871848
"LINESTRING (-71.277 20.201, -71.804001 20.267, -72.332001 20.330999, -73.238998 20.291)",304,North American:Caribbean,Transform Boundary,1.970860833275641
"LINESTRING (-109.186996 20.5, -109.214996 20.396999, -109.319 20.242001, -109.377998 20.176001, -109.373001 20.142, -109.449997 20.027)",305,Pacific:Cocos,Divergent Boundary,0.5546838971615317
"LINESTRING (-70.626999 20.002001, -71.277 20.201)",306,North American:Caribbean,Other,0.6797813962055018
"LINESTRING (-73.238998 20.291, -73.994003 20.166, -74.749001 20.037001, -75.238998 19.99, -75.728996 19.941999, -76.356003 19.844999)",307,North American:Caribbean,Transform Boundary,3.1502765295997133
"LINESTRING (60.970001 19.813, 61.23 20.23, 61.492001 20.643999, 61.848 21.125999, 62.096001 21.424999)",308,Indian:Arabian,Transform Boundary,1.9690345154930298
"LINESTRING (-69.977997 19.802, -70.626999 20.002001)",309,North American:Caribbean,Other,0.6791200178071051
"LINESTRING (-45.939999 19.802, -45.773998 20.618)",310,North American:African,Divergent Boundary,0.832713694844123
"LINESTRING (-46.000999 19.823, -45.939999 19.802)",311,North American:African,Transform Boundary,0.0645143137172794
"LINESTRING (-69.415001 19.695999, -69.977997 19.802)",312,North American:Caribbean,Other,0.5728879355454994
"LINESTRING (-109.449997 20.027, -109.160004 19.806, -108.903 19.625)",313,Pacific:Cocos,Transform Boundary,0.6789493512797485
