geometry,OBJECTID,NAME,LABEL,Shape_Length
"LINESTRING (-63.360001 19.691, -63.759998 19.724001, -64.344002 19.778999, -65.128998 19.833, -65.694 19.829, -66.259003 19.825001, -67.040001 19.754, -67.530998 19.721001, -68.022003 19.687, -68.852997 19.589001, -69.415001 19.695999)",314,North American:Caribbean,Other,6.082184575828611
"LINESTRING (-108.903 19.625, -108.896004 19.549999)",315,Pacific:Cocos,Divergent Boundary,0.07532636033634514
"LINESTRING (-108.896004 19.549999, -108.533997 19.384001, -108.197998 19.223)",316,Pacific:Cocos,Transform Boundary,0.7708327386020681
"LINESTRING (-108.197998 19.223, -108.233002 19.107)",317,Pacific:Cocos,Divergent Boundary,0.12116548916258399
"LINESTRING (-61.376779 19.042188, -61.792851 19.209502, -62.847 19.573999, -63.360001 19.691)",318,North American:Caribbean,Other,2.090013363430172
"LINESTRING (-46.183998 18.931999, -46.092999 19.377001, -46.000999 19.823)",319,North American:African,Divergent Boundary,0.9095996079970701
"LINESTRING (-46.223999 18.934999, -46.183998 18.931999)",320,North American:African,Transform Boundary,0.04011327464588011
"LINESTRING (-76.356003 19.844999, -76.983002 19.747, -77.672997 19.622999, -78.361 19.497, -79.011002 19.382, -79.660004 19.264, -80.209999 19.16, -80.758003 19.054001, -81.255997 18.959999, -81.753998 18.865)",321,North American:Caribbean,Transform Boundary,5.486516522640708
"LINESTRING (-106.889999 21.799, -106.862 21.716, -106.807999 21.639999, -106.757004 21.483, -106.624001 21.311001, -106.551003 21.236, -106.525002 21.184, -106.442001 21.121, -106.380997 20.84, -106.387001 20.638, -106.385002 20.427999, -106.351997 20.202999, -106.271004 19.916, -106.121002 19.643999, -105.948997 19.402, -105.738998 19.164, -105.545998 18.981001, -105.247002 18.761999)",322,North American:Cocos,Convergent Boundary,3.617097146883906
"LINESTRING (-108.233002 19.107, -107.816002 18.936001, -107.523003 18.863001, -107.272003 18.756001, -107.001999 18.646999, -106.755997 18.59, -106.527 18.544001, -106.244003 18.52)",323,Pacific:Cocos,Transform Boundary,2.086789352214346
"LINESTRING (-46.318001 18.421, -46.223999 18.934999)",324,North American:African,Divergent Boundary,0.5225248986268686
"LINESTRING (-46.390999 18.422001, -46.318001 18.421)",325,North American:African,Transform Boundary,0.07300491471657644
"LINESTRING (-106.244003 18.52, -106.280998 18.281, -106.310997 18.120001, -106.318001 18.016001, -106.307999 17.929001)",326,Pacific:Cocos,Divergent Boundary,0.5974254893947586
"LINESTRING (-106.307999 17.929001, -105.585999 17.881001)",327,Pacific:Cocos,Transform Boundary,0.7235939526192726
"LINESTRING (-81.753998 18.865, -81.689003 18.333, -81.625 17.802)",328,North American:Caribbean,Divergent Boundary,1.0707985783677725
"LINESTRING (-46.52 17.587999, -46.390999 18.422001)",329,North American:African,Divergent Boundary,0.8439194203228064
"LINESTRING (-46.407001 17.566, -46.52 17.587999)",330,North American:African,Transform Boundary,0.1151205340682861
"LINESTRING (-46.589001 16.607, -46.498001 17.087, -46.407001 17.566)",331,North American:African,Divergent Boundary,0.9761168181975752
"LINESTRING (-46.528999 16.587, -46.589001 16.607)",332,North American:African,Transform Boundary,0.06324700034076117
"LINESTRING (-81.625 17.802, -82.244003 17.691, -82.864998 17.625999, -83.706001 17.481001, -84.248001 17.344, -84.910004 17.107, -85.670998 16.910999, -86.32 16.694, -86.966003 16.476)",333,North American:Caribbean,Transform Boundary,5.520813401903231
"LINESTRING (34.257 27.885, 34.547001 27.261999, 34.875 26.808001, 35.200001 26.353001, 35.546001 25.919001, 35.889 25.483999, 36.066002 25.055, 36.242001 24.625999, 36.407001 24.132999, 36.696754 23.619959, 37.042 23.226, 37.380961 22.904624, 37.651043 22.553875, 37.813092 22.135138, 37.867109 21.597315, 37.974998 21.021, 38.209213 20.379854, 38.479294 19.937781, 38.929431 19.511527, 39.415578 19.084133, 39.811698 18.501085, 40.207818 17.933257, 40.67596 17.190593, 41.126097 16.635942, 41.486206 16.027429, 41.82831 15.574167, 42.098392 15.049914, 42.268259 14.525142, 42.29813 14.073652, 42.507225 13.67968, 43.044899 13.124073, 43.253994 12.655201, 43.672185 12.082586)",334,African:Arabian,Divergent Boundary,18.729471258730317
"LINESTRING (60.970001 19.813, 60.712002 19.306, 60.456001 18.798, 60.215 18.24, 60.062 17.458, 60.02 16.712999, 59.964001 16.142, 59.909 15.572)",335,Indian:Arabian,Other,4.4349455392017045
"LINESTRING (-46.765999 15.451, -46.647999 16.018999, -46.528999 16.587)",336,North American:African,Divergent Boundary,1.1604589603560855
"LINESTRING (-46.765999 15.451, -45.946999 15.36, -45.130001 15.267)",337,African:South American,Transform Boundary,1.6463139433177942
"LINESTRING (-105.32 15.108, -104.690002 15.274)",338,Pacific:Cocos,Transform Boundary,0.6515003153749058
"LINESTRING (-105.585999 17.881001, -105.399002 17.768, -105.366997 17.031, -105.398003 16.26, -105.357002 15.558, -105.32 15.108)",339,Pacific:Cocos,Divergent Boundary,2.8825204082651927
"LINESTRING (59.909 15.572, 59.641998 15.242, 59.41 14.895)",340,Indian:Arabian,Transform Boundary,0.8418987248045993
"LINESTRING (59.41 14.895, 59.034 15.088)",341,Indian:Arabian,Divergent Boundary,0.4226399470386618
"LINESTRING (55.108002 14.851, 55.047001 14.712)",342,African:Arabian,Transform Boundary,0.15179619114993678
"LINESTRING (55.047001 14.712, 54.958 14.727, 54.730999 14.801, 54.549 14.87)",343,African:Arabian,Divergent Boundary,0.523654127975573
"LINESTRING (59.034 15.088, 58.589001 14.646)",344,Indian:Arabian,Transform Boundary,0.6272073599800835
"LINESTRING (58.589001 14.646, 58.213001 14.916)",345,Indian:Arabian,Divergent Boundary,0.4628993781324804
"LINESTRING (54.549 14.87, 54.511002 14.76, 54.451 14.621)",346,African:Arabian,Transform Boundary,0.2677750975384485
"LINESTRING (54.451 14.621, 54.387001 14.64, 54.332001 14.671, 54.286999 14.681, 54.249001 14.691, 54.193001 14.71, 54.148998 14.733, 54.069 14.772)",347,African:Arabian,Divergent Boundary,0.4130709906806416
"LINESTRING (56.264999 14.623, 56.208 14.643, 56.179001 14.621, 56.056999 14.641, 55.821999 14.692, 55.667999 14.722, 55.631001 14.681, 55.48 14.729, 55.278 14.788, 55.108002 14.851)",348,African:Arabian,Divergent Boundary,1.223209771290549
"LINESTRING (58.213001 14.916, 57.984001 14.599)",349,Indian:Arabian,Transform Boundary,0.3910630240358465
"LINESTRING (57.984001 14.599, 57.476002 14.662, 57.000999 14.66, 56.264999 14.623)",350,Indian:Arabian,Divergent Boundary,1.7238269661757664
"LINESTRING (52.737 14.681, 52.667 14.561)",351,African:Arabian,Transform Boundary,0.1389241868542098
"LINESTRING (52.667 14.561, 52.547001 14.597, 52.299 14.663, 52.139 14.689)",352,African:Arabian,Divergent Boundary,0.5440144062378443
"LINESTRING (53.220001 14.562, 53.210999 14.538)",353,African:Arabian,Transform Boundary,0.02563311159463231
"LINESTRING (53.210999 14.538, 53.122002 14.559, 52.907001 14.622, 52.737 14.681)",354,African:Arabian,Divergent Boundary,0.4954302584960966
"LINESTRING (54.069 14.772, 54.018002 14.657, 53.929001 14.489, 53.862 14.351)",355,African:Arabian,Transform Boundary,0.46932534585189856
"LINESTRING (53.862 14.351, 53.818001 14.361, 53.578999 14.441, 53.358002 14.512, 53.220001 14.562)",356,African:Arabian,Divergent Boundary,0.6760579464685761
"LINESTRING (56.819 14.302, 56.264999 14.623)",357,African:Indian,Divergent Boundary,0.6402796343183262
"LINESTRING (56.762001 14.208, 56.819 14.302)",358,African:Indian,Other,0.1099312681142976
"LINESTRING (57.036999 14.068, 56.903 14.141, 56.762001 14.208)",359,African:Indian,Divergent Boundary,0.30870127603478814
"LINESTRING (56.969002 13.937, 57.036999 14.068)",360,African:Indian,Other,0.1475956476805114
"LINESTRING (57.299 13.772, 57.139999 13.848, 56.969002 13.937)",361,African:Indian,Divergent Boundary,0.3690026947961751
"LINESTRING (57.300999 13.74, 57.299 13.772)",362,African:Indian,Transform Boundary,0.03206291082071121
"LINESTRING (57.810001 13.451, 57.688999 13.523, 57.478001 13.643, 57.300999 13.74)",363,African:Indian,Divergent Boundary,0.5853764285213334
"LINESTRING (50.660999 13.362, 50.573002 13.218)",364,African:Arabian,Transform Boundary,0.16875889416264347
"LINESTRING (50.573002 13.218, 50.429001 13.273, 50.310001 13.313)",365,African:Arabian,Divergent Boundary,0.2796890616074327
"LINESTRING (57.639 13.138, 57.733002 13.309, 57.810001 13.451)",366,African:Indian,Other,0.35666785450246963
"LINESTRING (50.310001 13.313, 50.251999 13.229, 50.167 13.123)",367,African:Arabian,Transform Boundary,0.23795015219172114
"LINESTRING (50.167 13.123, 50.061001 13.167, 49.848999 13.251, 49.68 13.313)",368,African:Arabian,Divergent Boundary,0.5228177044901801
"LINESTRING (52.139 14.689, 51.939999 14.353, 51.763 14.028, 51.57 13.667, 51.449001 13.458, 51.342999 13.272, 51.252998 13.122)",369,African:Arabian,Transform Boundary,1.8004480307016415
"LINESTRING (51.252998 13.122, 51.078999 13.192, 50.841999 13.279, 50.660999 13.362)",370,African:Arabian,Divergent Boundary,0.6391389992642543
"LINESTRING (49.68 13.313, 49.592999 13.169, 49.472 13.008)",371,African:Arabian,Transform Boundary,0.36964044191545564
"LINESTRING (49.472 13.008, 49.43 13.042)",372,African:Arabian,Divergent Boundary,0.054036531506855306
"LINESTRING (49.43 13.042, 49.348999 12.897, 49.278 12.802)",373,African:Arabian,Transform Boundary,0.28469040022668457
"LINESTRING (49.278 12.802, 49.07 12.853, 48.882 12.908)",374,African:Arabian,Divergent Boundary,0.41004113393798086
"LINESTRING (48.882 12.908, 48.803001 12.77)",375,African:Arabian,Transform Boundary,0.15901146187236262
"LINESTRING (58.238998 12.745, 57.868 13.002, 57.639 13.138)",376,African:Indian,Divergent Boundary,0.7176588622500903
"LINESTRING (-45.130001 15.267, -45.136002 14.647, -45.141998 14.026, -45.061001 13.992, -45.049 13.336, -45.036999 12.68)",377,African:South American,Divergent Boundary,2.6411212936439514
"LINESTRING (48.803001 12.77, 48.699001 12.658, 48.567001 12.691, 48.448002 12.729)",378,African:Arabian,Divergent Boundary,0.41382215598055466
"LINESTRING (-45.036999 12.68, -44.262001 12.626)",379,African:South American,Transform Boundary,0.7768767225936934
"LINESTRING (-105.247002 18.74485, -105.042999 18.604836, -104.724998 18.35081, -104.405998 18.191794, -104.191002 18.120788, -103.792 17.902766, -103.199997 17.597736, -102.431999 17.262705, -101.703003 17.008679, -100.866997 16.618644, -100.335999 16.424626, -99.806 16.280614, -99.434998 16.116599, -99.028 15.901579, -98.587997 15.753567, -98.166 15.622556, -97.691002 15.490544, -97.217003 15.340531, -96.723558 15.312857, -96.219497 15.291016, -95.805447 15.234218, -95.466003 15.072509, -95.116997 14.869492, -94.873001 14.682476, -94.542 14.461459, -94.055 14.204438, -93.663187 13.985232, -93.312145 13.796175, -92.956602 13.633373, -92.650565 13.452839, -92.304023 13.272167, -92.105999 13.166344, -91.813463 13.042826, -91.354408 12.81327, -90.898003 12.566316)",380,North American:Cocos,Convergent Boundary,15.778733059863598
"LINESTRING (48.448002 12.729, 48.348999 12.573)",381,African:Arabian,Transform Boundary,0.18476364609455673
"LINESTRING (48.348999 12.573, 48.268002 12.602, 48.141998 12.641, 48.048 12.671)",382,African:Arabian,Divergent Boundary,0.3166024059902365
"LINESTRING (48.048 12.671, 47.991001 12.581, 47.901001 12.461)",383,African:Arabian,Transform Boundary,0.2565305833920042
"LINESTRING (47.901001 12.461, 47.787998 12.492, 47.648998 12.519)",384,African:Arabian,Divergent Boundary,0.25877558879925877
"LINESTRING (47.648998 12.519, 47.588001 12.441, 47.539001 12.369)",385,African:Arabian,Transform Boundary,0.18610982505159038
"LINESTRING (47.539001 12.369, 47.319 12.43, 47.160999 12.463)",386,African:Arabian,Divergent Boundary,0.38971172404919835
"LINESTRING (47.160999 12.463, 47.130001 12.359)",387,African:Arabian,Transform Boundary,0.10852146934601077
"LINESTRING (47.130001 12.359, 47.049 12.388, 46.992001 12.403)",388,African:Arabian,Divergent Boundary,0.1449758255415664
"LINESTRING (46.992001 12.403, 46.93 12.3, 46.848999 12.211)",389,African:Arabian,Transform Boundary,0.24056236252969643
"LINESTRING (46.848999 12.211, 46.716999 12.248, 46.578999 12.292)",390,African:Arabian,Divergent Boundary,0.2819325636080129
"LINESTRING (-44.262001 12.626, -44.278 12.101)",391,African:South American,Divergent Boundary,0.5252442891648622
"LINESTRING (46.578999 12.292, 46.511002 12.202, 46.429001 12.087)",392,African:Arabian,Transform Boundary,0.25404017713549776
"LINESTRING (46.429001 12.087, 46.311001 12.142, 46.198002 12.172)",393,African:Arabian,Divergent Boundary,0.2471019088160305
"LINESTRING (-44.278 12.101, -43.883999 12.085)",394,African:South American,Transform Boundary,0.3943257368414757
"LINESTRING (46.198002 12.172, 46.150002 12.112, 46.110001 12.058)",395,African:Arabian,Transform Boundary,0.1440397052048869
"LINESTRING (46.110001 12.058, 45.851002 12.1, 45.650002 12.152, 45.637001 12.159)",396,African:Arabian,Divergent Boundary,0.4847652093905227
"LINESTRING (45.327999 12.052, 45.280998 11.998)",397,African:Arabian,Transform Boundary,0.07158961171313742
"LINESTRING (45.280998 11.998, 45.097 11.999, 44.912998 12.012, 44.882 12.019, 44.779999 12.022, 44.513 12.013, 44.049 12.008, 43.650002 12.013)",398,African:Arabian,Divergent Boundary,1.6324926806992062
"LINESTRING (45.637001 12.159, 45.602001 12.073, 45.521999 11.983)",399,African:Arabian,Transform Boundary,0.21326696949905588
"LINESTRING (45.521999 11.983, 45.428001 12.018, 45.327999 12.052)",400,African:Arabian,Divergent Boundary,0.20592682839934356
"LINESTRING (-104.690002 15.274, -104.563004 14.672, -104.436996 14.07, -104.181 13.328, -103.927002 12.587, -103.772003 11.89)",401,Pacific:Cocos,Divergent Boundary,3.5125653912191677
"LINESTRING (-103.772003 11.89, -103.875 11.872)",402,Pacific:Cocos,Transform Boundary,0.10455796405004333
"LINESTRING (143.488767 11.522294, 143.896227 11.671792, 144.227871 11.88357, 144.619003 12.021, 144.888177 12.143384, 145.226199 12.272008, 145.431275 12.394112, 145.690994 12.647, 146.220993 13.002, 146.576874 13.265676, 146.877197 13.600845, 147.201004 14.216, 147.462006 14.966, 147.626902 15.476287, 147.707395 15.848024, 147.787003 16.523001, 147.838297 17.27605, 147.811005 18.059999, 147.754996 18.644576, 147.619003 19.172001, 147.460007 19.745001, 147.207001 20.302999, 147.018997 20.805, 146.822006 21.330999, 146.544998 21.73, 146.061996 22.201, 145.292007 22.712, 144.705994 23.25, 144.030227 23.791421, 143.522003 24.391001)",403,Pacific:Philippine,Convergent Boundary,16.62516234236967
"LINESTRING (143.11986 11.456842, 143.488767 11.516344)",404,Pacific:Philippine,Convergent Boundary,0.37367449938812675
"LINESTRING (-43.883999 12.085, -43.903 11.506, -43.921001 10.927)",405,African:South American,Divergent Boundary,1.1585914586568626
"LINESTRING (-43.921001 10.927, -43.448002 10.906, -42.976002 10.883, -42.504002 10.86, -42.030998 10.837, -41.558998 10.812, -41.087002 10.787)",406,African:South American,Transform Boundary,2.837467786901649
"LINESTRING (-65.121002 10.6, -64.997002 10.539)",407,South American:Caribbean,Divergent Boundary,0.138192752176828
"LINESTRING (-67.960999 10.5, -67.499001 10.592, -66.869003 10.667, -66.436996 10.662, -65.963997 10.653, -65.526001 10.615, -65.121002 10.6)",408,South American:Caribbean,Transform Boundary,2.855553618899442
"LINESTRING (-90.904353 12.587922, -90.355287 12.424309, -89.675704 12.167625, -88.98262 11.897392, -88.348043 11.626888, -87.899 11.370357, -87.501941 11.071749, -86.984 10.520279, -86.657004 10.208252)",409,Cocos:Caribbean,Convergent Boundary,4.955604426512028
"LINESTRING (-64.997002 10.539, -64.508003 10.474, -64.209999 10.519, -63.877998 10.532, -63.233002 10.509, -62.640999 10.482, -62.158001 10.458, -61.542 10.427, -60.926998 10.395, -60.457001 10.345, -59.987999 10.295, -59.120998 10.22, -58.639 10.19)",410,South American:Caribbean,Transform Boundary,6.378648842257678
"LINESTRING (-58.165003 10.16, -57.770002 10.634, -57.541002 11.144, -57.432001 11.661, -57.476 12.427, -57.576002 13.102, -57.719 13.874, -57.799002 14.499, -57.921 14.864, -58.296 15.15, -58.534002 15.284, -58.674002 15.412, -58.710552 15.759547, -58.752559 16.044104, -58.856346 16.381435, -59.11239 16.905956, -59.473002 17.243, -59.827002 17.548, -60.059 17.823, -60.286001 18.191, -60.480625 18.455251, -60.728668 18.668921, -61.048723 18.874703, -61.392782 19.034578)",411,South American:Caribbean,Convergent Boundary,10.630802266747466
"LINESTRING (-58.639 10.19, -58.157001 10.16)",412,South American:Caribbean,Transform Boundary,0.4829311380319793
"LINESTRING (-103.875 11.872, -103.806999 11.405, -103.738998 10.937, -103.627998 10.275, -103.598 10.123)",413,Pacific:Cocos,Divergent Boundary,1.7710123858949185
"LINESTRING (-103.598 10.123, -104.295998 10.017)",414,Pacific:Cocos,Transform Boundary,0.7060008935295533
"LINESTRING (-41.087002 10.787, -41.083 9.979)",415,African:South American,Divergent Boundary,0.8080095199343292
"LINESTRING (-41.083 9.979, -40.861 9.973)",416,African:South American,Transform Boundary,0.2220812022552777
"LINESTRING (58.238998 12.745, 58.016998 12.283, 57.796001 11.821, 57.576 11.359, 57.355999 10.896, 57.138 10.434, 56.918999 9.971)",417,African:Indian,Transform Boundary,3.0720565035113547
"LINESTRING (56.918999 9.971, 56.978001 9.857, 57.028999 9.857, 57.261002 9.681, 57.491001 9.942, 58.063 9.532)",418,African:Indian,Divergent Boundary,1.5222127209874312
"LINESTRING (58.063 9.532, 58.018002 9.45)",419,African:Indian,Transform Boundary,0.09353501449766805
"LINESTRING (-40.861 9.973, -40.865002 9.389)",420,African:South American,Divergent Boundary,0.5840133437317112
"LINESTRING (138.431173 9.374304, 138.597776 9.957415, 138.7558 10.620605, 138.871481 10.945133, 138.980047 11.096437, 139.091635 11.135537, 139.240388 11.105786, 139.456378 10.917296, 139.751867 10.895569, 140.100006 10.946, 140.573213 10.873732, 141.086411 10.946042, 141.625768 11.125706, 141.932016 11.267831, 142.276581 11.317122, 142.677996 11.363198, 142.88911 11.38986, 143.10796 11.444942)",421,Pacific:Philippine,Convergent Boundary,6.117288700098917
"LINESTRING (-40.865002 9.389, -40.639999 9.373)",422,African:South American,Transform Boundary,0.22557043949522418
"LINESTRING (58.018002 9.45, 58.263 9.293)",423,African:Indian,Divergent Boundary,0.29098685109464256
"LINESTRING (58.263 9.293, 58.147999 9.09)",424,African:Indian,Transform Boundary,0.23331183866379906
"LINESTRING (58.147999 9.09, 58.43 8.863)",425,African:Indian,Divergent Boundary,0.36201374432171857
"LINESTRING (-40.639999 9.373, -40.652 8.841)",426,African:South American,Divergent Boundary,0.5321358855808466
"LINESTRING (-40.652 8.841, -40.119999 8.815)",427,African:South American,Transform Boundary,0.5326364541207806
"LINESTRING (58.43 8.863, 58.250999 8.647)",428,African:Indian,Other,0.28053009599897166
"LINESTRING (-104.228996 8.34, -103.595001 8.37, -102.960999 8.4)",429,Pacific:Cocos,Transform Boundary,1.2694164838946427
"LINESTRING (-104.295998 10.017, -104.295998 9.175, -104.258003 8.456, -104.228996 8.34)",430,Pacific:Cocos,Divergent Boundary,1.681574967434345
"LINESTRING (-40.119999 8.815, -40.140999 8.215)",431,African:South American,Divergent Boundary,0.6003668123897514
"LINESTRING (58.250999 8.647, 58.611 8.401, 58.917999 8.167)",432,African:Indian,Divergent Boundary,0.8220347542351738
"LINESTRING (-40.140999 8.215, -39.660999 8.197, -39.181 8.179, -38.701 8.159, -38.221001 8.14)",433,African:South American,Transform Boundary,1.921465304002335
"LINESTRING (58.917999 8.167, 58.880001 8.097)",434,African:Indian,Transform Boundary,0.07964810426772449
"LINESTRING (58.880001 8.097, 59.308998 7.768)",435,African:Indian,Divergent Boundary,0.5406287610192514
"LINESTRING (-38.221001 8.14, -38.207001 7.703)",436,African:South American,Divergent Boundary,0.43722447135088177
"LINESTRING (59.308998 7.768, 59.220001 7.673)",437,African:Indian,Other,0.13017486921472188
"LINESTRING (-38.207001 7.703, -37.535999 7.679, -36.865002 7.654)",438,African:South American,Transform Boundary,1.3428936982681132
"LINESTRING (-36.865002 7.654, -36.851002 7.401)",439,African:South American,Divergent Boundary,0.25338683437090087
"LINESTRING (-86.648003 10.235, -86.448997 9.938, -86.204002 9.684, -85.910004 9.423, -85.612 9.203, -85.380997 9.089, -85.043999 8.937, -84.685997 8.772, -84.418999 8.637, -84.157997 8.474, -83.996016 8.316926, -83.837997 8.182, -83.605003 8.044, -83.360001 7.928, -83.233002 7.849, -83.073997 7.592, -82.875 7.366)",440,Cocos:Caribbean,Convergent Boundary,4.830543117240066
"LINESTRING (-36.851002 7.401, -36.057999 7.363)",441,African:South American,Transform Boundary,0.7939130283551835
"LINESTRING (-36.057999 7.363, -36.047001 7.023)",442,African:South American,Divergent Boundary,0.3401779749194793
"LINESTRING (59.220001 7.673, 59.700001 7.312, 60.179001 6.951)",443,African:Indian,Divergent Boundary,1.200401660823455
"LINESTRING (-36.047001 7.023, -35.367001 6.935)",444,African:South American,Transform Boundary,0.685670754007993
"LINESTRING (60.179001 6.951, 60.037998 6.767)",445,African:Indian,Transform Boundary,0.23181405126841773
"LINESTRING (-35.362999 6.614, -34.493999 6.616, -33.624001 6.618)",446,African:South American,Transform Boundary,1.739003013520319
"LINESTRING (-35.367001 6.935, -35.362999 6.614)",447,African:South American,Divergent Boundary,0.3210250403828735
"LINESTRING (138.426761 9.350315, 138.355369 9.159937, 138.00436 8.535259, 137.837779 8.26754, 137.668224 7.990897, 137.48677 7.788621, 137.185129 7.546957, 137.001607 7.403731, 136.793675 7.342423, 136.482623 7.286067, 136.23404 7.249035, 135.913701 6.970087, 135.517645 6.910456, 135.380714 6.905148, 135.235275 6.914098, 134.556944 6.909638, 134.268997 6.61, 133.988998 6.333)",448,Pacific:Philippine,Other,5.830725777516713
"LINESTRING (-33.624001 6.618, -33.619999 6.104)",449,African:South American,Divergent Boundary,0.5140155152012412
"LINESTRING (-33.619999 6.104, -33.514 6.076)",450,African:South American,Transform Boundary,0.10963475585010331
"LINESTRING (-33.514 6.076, -33.507 5.649)",451,African:South American,Divergent Boundary,0.42705741910150585
"LINESTRING (-33.507 5.649, -32.978001 5.647)",452,African:South American,Transform Boundary,0.5290031110185879
"LINESTRING (60.037998 6.767, 60.669998 6.31, 61.141998 5.91, 61.657001 5.49)",453,African:Indian,Divergent Boundary,2.063165517667823
"LINESTRING (61.657001 5.49, 61.528999 5.262)",454,African:Indian,Transform Boundary,0.2614735393174304
"LINESTRING (61.528999 5.262, 62 4.911, 62.457001 4.523, 63.001999 4.108)",455,African:Indian,Divergent Boundary,1.8719147684370125
"LINESTRING (-32.862 3.96, -32.387001 3.986, -31.912001 4.011, -31.437 4.036, -30.962 4.061)",456,African:South American,Transform Boundary,1.9026829764801283
"LINESTRING (-32.978001 5.647, -32.919998 4.804, -32.862 3.96)",457,African:South American,Divergent Boundary,1.6909833193352335
"LINESTRING (63.001999 4.108, 62.868 3.893)",458,African:Indian,Transform Boundary,0.25333902331093183
"LINESTRING (-102.960999 8.4, -102.809998 7.791, -102.658997 7.182, -102.557999 6.355, -102.457001 5.529, -102.32 4.653, -102.183998 3.778)",459,Pacific:Cocos,Divergent Boundary,4.692332484485341
"LINESTRING (-102.183998 3.778, -102.259003 3.751)",460,Pacific:Cocos,Transform Boundary,0.07971635248480868
"LINESTRING (63.331001 3.631, 63.388 3.7)",461,African:Indian,Transform Boundary,0.08949810234762828
"LINESTRING (62.868 3.893, 63.331001 3.631)",462,African:Indian,Divergent Boundary,0.5319906744839129
"LINESTRING (63.819 3.482, 63.889999 3.602)",463,African:Indian,Transform Boundary,0.139430452525646
"LINESTRING (63.388 3.7, 63.819 3.482)",464,African:Indian,Divergent Boundary,0.482995612087192
"LINESTRING (64.617996 3.217, 64.681999 3.299)",465,African:Indian,Transform Boundary,0.10402108201865458
"LINESTRING (63.889999 3.602, 64.617996 3.217)",466,African:Indian,Divergent Boundary,0.8235316458565671
"LINESTRING (-82.591249 3.06403, -82.660249 3.541057, -82.660249 4.018087, -82.660249 4.509122, -82.660249 5.000161, -82.660249 5.779232, -82.660249 6.508306, -82.660249 7.064369, -82.660249 7.312399)",467,Nazca:Cocos,Transform Boundary,4.2533336198058915
"LINESTRING (-84.467003 3.112, -83.922997 3.139, -83.377998 3.165, -82.631781 3.105257)",468,Nazca:Cocos,Divergent Boundary,1.8388994723098575
"LINESTRING (65.212997 2.921, 65.488998 3.299)",469,African:Indian,Transform Boundary,0.4680390524211155
"LINESTRING (64.681999 3.299, 65.212997 2.921)",470,African:Indian,Divergent Boundary,0.6517999206203208
"LINESTRING (-102.117996 2.893, -102.144997 2.889)",471,Pacific:Cocos,Transform Boundary,0.02729510350945305
"LINESTRING (-102.144997 2.889, -102.193001 3.072, -102.219002 3.239, -102.198997 3.458, -102.259003 3.751)",472,Pacific:Cocos,Divergent Boundary,0.8771964345692995
"LINESTRING (65.488998 3.299, 65.962997 2.971, 66.379997 2.752)",473,African:Indian,Divergent Boundary,1.0474285500040184
"LINESTRING (-102.068001 2.635, -102.109001 2.786, -102.096001 2.798, -102.117996 2.893)",474,Pacific:Cocos,Divergent Boundary,0.27167248065192984
"LINESTRING (-101.512001 2.232, -101.203003 2.241)",475,Nazca:Cocos,Divergent Boundary,0.3091291435355031
"LINESTRING (-101.512001 2.232, -101.489998 2.605, -101.696999 2.64, -101.877998 2.642, -102.068001 2.635)",476,Nazca:Cocos,Divergent Boundary,0.9547292919182009
"LINESTRING (-95.223999 2.222, -95.197998 2.507)",477,Nazca:Cocos,Transform Boundary,0.2861836824387386
"LINESTRING (-96.120003 2.238, -95.223999 2.222)",478,Nazca:Cocos,Divergent Boundary,0.896146568841277
"LINESTRING (-100.066002 2.207, -100.046997 2.3)",479,Nazca:Cocos,Transform Boundary,0.09492192143664775
"LINESTRING (-95.197998 2.507, -94.403999 2.44, -93.611 2.372, -92.928001 2.3, -92.245003 2.227, -92.089996 2.2)",480,Nazca:Cocos,Divergent Boundary,3.1237422771000585
"LINESTRING (-101.195999 2.199, -101.067001 2.21, -100.643997 2.204, -100.393997 2.207, -100.066002 2.207)",481,Nazca:Cocos,Divergent Boundary,1.1305259681768156
"LINESTRING (-101.203003 2.241, -101.195999 2.199)",482,Nazca:Cocos,Transform Boundary,0.04258001382613485
"LINESTRING (-98.917999 2.112, -98.889 2.213)",483,Nazca:Cocos,Transform Boundary,0.10508080414994962
"LINESTRING (-100.046997 2.3, -99.913002 2.272, -99.810997 2.273, -99.738998 2.269, -99.656998 2.19, -98.917999 2.112)",484,Nazca:Cocos,Divergent Boundary,1.1679766635200814
"LINESTRING (-98.889 2.213, -98.366997 2.145, -97.846001 2.077, -97.551003 2.088)",485,Nazca:Cocos,Divergent Boundary,1.3470318504427246
"LINESTRING (66.379997 2.752, 66.179001 2.393, 65.991997 2.052)",486,African:Indian,Transform Boundary,0.8003479155147151
"LINESTRING (-92.117996 1.99, -91.538002 2.011)",487,Nazca:Cocos,Divergent Boundary,0.5803742496436866
"LINESTRING (-92.089996 2.2, -92.117996 1.99)",488,Nazca:Cocos,Transform Boundary,0.21185846497108382
"LINESTRING (-102.068001 2.635, -102.082001 2.574, -102.077003 2.502, -102.084999 2.486, -102.084999 2.412, -102.089996 2.391, -102.087997 2.327, -102.080002 2.308, -102.074997 2.161, -102.067001 2.137, -102.074997 2.024, -102.075996 1.972, -102.087997 1.903)",489,Pacific:Nazca,Divergent Boundary,0.7405871702963913
"LINESTRING (-102.087997 1.903, -102.103996 1.904)",490,Pacific:Nazca,Transform Boundary,0.016030065007764834
